"","synthetic_question","article_ids"
1071,"Quelles sont les actions que le juge au tribunal de police peut prendre avant le jour de l'audience à la demande du ministère public ou de la partie civile ?",13433
1072,"Quelles conditions doivent être remplies pour qu'une déposition recueillie contradictoirement entre les mêmes parties devant une juridiction puisse être admise comme preuve testimoniale selon cet article de la loi belge ?",5051
1073,"Quelle est la durée de validité du droit exclusif sur une topographie fixée ou codée pour la première fois selon l'article en question?",15297
1074,"Quelles sont les conséquences pour l'emprunteur si celui-ci utilise l'objet prêté à un autre usage ou pour une durée plus longue que prévue?",2596
1075,"Quelles sont les donations spécifiques exclues de l'application des quatre articles précédents dans le présent titre de la loi?",1848
1076,"Quels sont les effets des reconnaissances multiples d'un enfant par des parents de même sexe selon cet article de la loi belge?",1123
1077,"Quelles informations doivent être incluses dans une notification écrite concernant la responsabilité solidaire particulière du contractant direct dans le domaine de la construction en cas de non-paiement de la rémunération due aux travailleurs?",6886
1078,"Quelles sont les modalités régissant les droits et obligations du directeur général et du directeur général adjoint de la S.W.D.E. selon l'article donné?",16976
1079,"Quelles sont les conséquences prévues par la loi pour une personne qui falsifie des registres ou fiches concernant le logement de voyageurs en Belgique ?",6326
1080,"Quelles actions le gouverneur peut-il entreprendre en cas d'acte contraire aux lois, décrets et arrêtés provinciaux, selon l'article de la loi spéciale du 8 août 1980 tel que modifié par la loi spéciale du 13 juillet 2001 ?",17513
1081,"Quelles sanctions sont prévues pour l'infraction à l'article 2.4.5.17 selon le Code pénal belge ?",19623
1082,"Quelles responsabilités les organismes notifiés doivent-ils assumer lorsqu'ils sous-traitent certaines tâches dans le cadre de l'évaluation de la conformité selon l'article donné ?",3489
1083,"Quelles sont les entités qui peuvent introduire un recours conformément à l'article 611 de la loi statutaire donnée ?",4470
1084,"Quelle est la procédure mise en place pour désigner les bureaux de vote dont le scrutin sera dépouillé par chaque bureau de dépouillement selon l'article mentionné?",17862
1085,"Quelles informations doivent être contenues dans l'autorisation écrite d'infiltration, selon l'article donné?",13272
1086,"Quelles sont les règles concernant la gestion du patrimoine propre de chaque époux selon cet article de loi?",2267
1087,"Quelles sont les différentes catégories de membres qui composent le Comité institué pour l'exécution de l'aménagement foncier, tel que défini par l'article en question ?",11168
1088,"Quels sont les types d'activités accessoires qu'un centre agréé peut exercer en plus de sa mission principale selon l'article donné?",10719
1089,"Quelles sont les conditions requises pour que les chefs éducateurs et les éducateurs chefs de groupe conservent la rémunération et les avantages pécuniaires qui leur étaient applicables avant leur engagement dans le service d'aide précoce ou d'accompagnement pour adultes?",9153
1090,"Quelles sont les valeurs limites d'exposition aux rayonnements optiques fondées sur des effets avérés sur la santé et des considérations biologiques selon cet article de la loi statutaire belge ?",21803
1091,"Quel est le délai imparti pour que le greffier transmette l'expédition du jugement statuant sur la vérification au procureur du Roi ?",4985
1092,"Quelles sont les conditions requises pour qu'une fondation puisse être radiée du registre belge des personnes morales selon l'article cité?",20860
1093,"Quels sont les droits des maçons, charpentiers, ouvriers, artisans et sous-traitants par rapport au maître de l'ouvrage dans le cadre d'une construction conformément à cet article de loi?",2555
1094,"Quelles dispositions les statuts peuvent-ils déroger en vertu de l'article mentionné du règlement (CE) n° 1435/2003?",20926
1095,"Quels sont les principaux acteurs autorisés à demander au tribunal de la famille d'ordonner, modifier ou mettre fin à une décision relative à l'autorité parentale pour l'intérêt de l'enfant, selon l'article de loi donné?",1298
1096,"Quelle amende et quelle indemnité encourront les adjudicataires qui ne représentent pas tous les arbres mis en réserve selon l'article 157 de la présente loi?",3624
1097,"Quelles sont les obligations concernant la radiation de l'inscription d'une entreprise soumise à inscription en cas de cessation des activités ou de fermeture d'une unité d'établissement, selon cet article de la loi statutaire belge ?",14003
1098,"Quel est le rôle du greffier du Sénat en ce qui concerne la répartition des sièges?",3148
1099,"Quelles conditions doivent être remplies pour qu'une personne soit dispensée de l'examen d'aptitude professionnelle en vue d'une nomination selon l'article 187 de la loi statutaire donnée?",4033
1100,"Quelles sont les conditions nécessaires pour qu'une personne puisse porter le titre d'avocat en Belgique selon l'article de loi donné ?",4443
1101,"Quelles sont les conditions requises pour qu'une invention puisse bénéficier d'un brevet d'invention selon l'article de loi donné ?",14906
1102,"Quelles sont les procédures que l'employeur doit établir selon l'article I.2-23 de la loi?",21513
1103,"Quelles conventions régissent les événements relevant du champ d'application décrit à l'article 1 de la Convention sur les Abordages 1960 ?",19371
1104,"Quels organes sont responsables de surveiller les référendaires selon l'article de loi donné?",4344
1105,"Quelles catégories de personnes sont considérées comme du ""personnel"" pour l'application des livres 5, 6 et 7 de la loi en question ?",19780
1106,"Quel est le montant maximal des frais de fonctionnement par an et par siège pour le service de santé mentale en vertu de l'article donné?",10698
1107,"Quelles entités sont civilement responsables des infractions commises par leurs organes ou préposés selon l'article donné?",6217
1108,"Quelle est la procédure à suivre si un travailleur n'est pas d'accord avec l'évaluation de réintégration le déclarant inapte pour le travail convenu par le conseiller en prévention-médecin du travail?",21122
1109,"Quelles mentions doivent figurer dans un endossement de procuration sur une lettre de change selon cet article de loi belge ?",14619
1110,"Quelles mesures le détenteur du secret d'affaires a-t-il le droit de demander en vertu de cet article de la loi belge?",15313
1111,"Quelles sont les conséquences légales si une personne autre que le propriétaire du navire est responsable du même dommage mentionné dans les articles précédents de la loi?",19530
1112,"Quelles présomptions de fait concernant la propriété d'un navire de mer un juge peut-il déduire des mentions reprises en exécution des dispositions relatives à l'enregistrement des navires de mer dans un registre naval et des documents délivrés par des autorités?",18862
1113,"Quelles activités sont explicitement interdites par l'article de loi donné?",12336
1114,"Quels sont les effets du barrement d'un chèque selon l'article donné?",14739
1115,"Quelles conditions doivent être remplies pour que le montant du subside soit liquidé selon cet article de la loi statutaire belge?",8366
1116,"Quelles conditions doivent être remplies pour qu'un prestataire établi en Belgique ne soit pas tenu de souscrire une assurance responsabilité professionnelle ou une garantie, conformément à cet article de la loi?",13958
1117,"Quel délai est accordé pour introduire une réclamation fondée sur la violation des articles spécifiques mentionnés dans l'article donné?",3257
