,synthetic_question,article_ids
12344,"Un propriétaire a récemment demandé une prime pour l'installation d'un système d'épuration individuelle en Belgique. La S.P.G.E. doit-elle liquider la prime dans les trente jours suivant la réception de la demande, à condition que le dossier soit complet et recevable ?",16941
12345,Je fais partie des consommateurs en difficulté de paiement. Le fonds destiné aux dépenses d'améliorations techniques peut-il financer la recherche de fuites dans mon installation intérieure ?,16807
12346,"À la suite d'une élection locale, le bureau de vote classe les bulletins selon certaines catégories. Les bulletins litigieux sont-ils répartis en sous-catégories distinctes des bulletins valides lors du dépouillement des votes ?",17988
12347,J'achète un produit en tant que consommateur. Est-ce au prestataire de prouver qu'il respecte les exigences fixées par les articles XII.6 à XII.9 de la loi ?,15337
12348,Le Roi exerce des pouvoirs en vertu de diverses dispositions. Le Roi peut-il exercer ses pouvoirs sans consulter les Ministres de l'Economie et des Finances ?,14770
12349,Un affréteur a un navire de mer à livrer selon un contrat. La date limite de livraison est dépassée. Est-ce que l'affréteur a le droit de résilier le contrat dans cette situation ?,19227
12350,"Un riverain souhaite élaguer des arbres en bordure de bois, certains de ces arbres ayant plus de trente ans. Est-ce que le propriétaire des bois peut empêcher le riverain d'effectuer l'élagage sans autorisation ?",3670
12351,La région wallonne valorise l'agriculture pour sa diversité et ses différentes fonctions. Les objectifs de politique agricole visent à assurer la durabilité et le développement du secteur. Comment la Région wallonne encourage-t-elle le maintien de l'agriculture familiale et le développement d'une agriculture écologiquement intensive ?,10873
12352,"Un employé est en congé depuis cinq ans. Est-ce que son poste peut être déclaré vacant pendant son absence s'il occupe un poste de rang A3, A4 ou une fonction d'encadrement au rang A5, B1, C1 ou D1 ?",18668
12353,Une association bénéficiant de l'agrément du Ministre ne se conforme pas aux conditions fixées par la loi. Le Ministre peut-il retirer l'agrément de l'association sans consulter le comité d'accompagnement ?,11750
12354,Un individu a soumis une demande d'agrément qui a été refusée. Doivent-ils être informés par lettre recommandée pour le refus de leur demande d'agrément selon la loi ?,7472
12355,Un projet de réhabilitation urbaine est en cours dans ma région. Est-ce que les compensations prévues par la loi incluent des mesures pour améliorer la mobilité des usagers faibles dans le cadre de ce projet ?,12599
12356,Une assemblée générale d'actionnaires est prévue pour discuter des modifications aux statuts d'une entreprise. Est-ce que les modifications aux statuts proposées doivent être mentionnées de manière précise dans la convocation pour que l'assemblée puisse valablement délibérer et statuer ?,20170
12357,Un employé d'une entreprise a été signalé pour avoir compromis la dignité de sa fonction. Peut-il être sanctionné disciplinairement selon l'article L1215-3 pour cet agissement spécifique ?,17187
12358,La Chambre des représentants est dissoute. Doit-il y avoir un délai maximum de 40 jours pour réunir le collège électoral en cas de dissolution de la Chambre des représentants ?,3003
12359,"Dans le cadre des soins palliatifs, je souhaite m'informer sur les termes spécifiques utilisés. Quelle est la définition des jours ouvrables selon le Code décrétal en matière de soins palliatifs ?",9471
12360,Vous êtes propriétaire d'une maison en Belgique. La taxe annuelle sur l'eau est-elle basée sur le volume d'eau utilisé multiplié par une taxe unitaire fixe en application de cette loi ?,16661
12361,Une personne âgée vit dans une structure d'accueil spécialisée. Est-ce que la cellule de référence peut imposer des solutions non adaptées à l'usager vieillissant et à sa famille ?,8278
12362,Je construis une nouvelle aire de stationnement pour plus de vingt véhicules. Ai-je le droit de le faire dans la zone de prévention rapprochée selon la loi en vigueur?,16422
12363,Un magistrat EPE enquête sur un individu. Peut le magistrat EPE ordonner une mesure privative de liberté dans le cadre de son enquête ?,13745
12364,"Un individu est accusé de falsification de documents. Peut-on exiger que l'accusé présente un corps d'écriture en tant que preuve, et que prévoit la loi en cas de refus ou de silence de sa part ?",13737
12365,"Une personne a réalisé tous les critères nécessaires pour obtenir une certaine condition avant la fin de la période impartie. 
Est-ce le dernier jour du délai qui est considéré comme le moment de l'accomplissement de la condition ?",2823
12366,Une enquête sur des infractions terroristes est en cours. Le procureur du Roi demande des renseignements à une institution de sécurité sociale. Est-ce que les institutions de sécurité sociale doivent fournir les renseignements demandés par le procureur du Roi dans le cadre de la lutte contre les infractions terroristes sans délai ?,13259
12367,Une partie dans une affaire judiciaire veut contester la validité d'un acte de procédure. Est-ce que la contestation de la nullité d'un acte de procédure doit être soulevée avant toute autre question dans la procédure judiciaire ?,4954
12368,Je suis sur le point d'effectuer un paiement pour des titres dématérialisés. Est-ce que le paiement des intérêts et des capitaux échus directement à l'organisme de liquidation ou au teneur de comptes agréé sera considéré comme un règlement complet et définitif pour l'émetteur des titres ?,20262
12369,Une institution éducative belge souhaite renouveler sa reconnaissance officielle. Quels éléments doivent figurer dans le formulaire d'appel à déposer une demande de reconnaissance publié au Moniteur belge ?,9731
12370,Un exploitant souhaite contester un rejet de demande de remboursement par le Gouvernement wallon. Doit-il payer des frais pour introduire un recours en cas de rejet abusif ou insuffisamment pris en compte de sa demande ?,11964
12371,Une organisation travaille dans le domaine de la promotion de la santé en Belgique. Est-ce que l'opérateur de promotion de la santé peut recevoir une subvention annuelle pendant la période couverte par l'agrément ?,10448
12372,Une commune envisage la création d'organes territoriaux intracommunaux pour régler des matières d'intérêt communal. Est-ce que la règle visée à l'article 134 exige une majorité des deux tiers des suffrages émis pour adopter des décisions concernant ces organes territoriaux intracommunaux ?,22476
12373,"Un contrôleur de la navigation a dressé un procès-verbal pour une infraction. Les procès-verbaux dressés par les contrôleurs de la navigation font-ils foi jusqu'à preuve du contraire, et dans quel délai une copie doit être transmise pour que cela soit valable selon l'article mentionné ?",19683
12374,Vous êtes le capitaine d'un navire battant pavillon belge sur le point de prendre la mer en Belgique. Est-ce qu'un fonctionnaire consulaire belge a le droit d'interdire le départ de mon navire s'il n'est pas conforme aux conditions légales ou réglementaires énoncées dans le Code de Droit Economique ?,19712
12375,Je souhaite introduire une demande de règlement collectif de dettes en Belgique. Quelles informations précises dois-je inclure dans ma requête pour que celle-ci soit recevable selon la loi applicable ?,5955
12376,"Une société coopérative souhaite être agréée pour procurer des avantages à ses actionnaires. Si elle ne respecte pas les limites apportées par la loi aux distributions, que se passe-t-il avec ces distributions ?",20594
12377,La municipalité envisage un projet d'urbanisme dans une zone déterminée. Est-ce que le conseil communal doit transmettre son avis sur le projet dans les 45 jours suivant la demande du fonctionnaire délégué pour que la procédure puisse se poursuivre ?,12947
