,synthetic_question,article_ids
12053,"Une maison d'hébergement collectif existe depuis 2015 en Belgique et n'a pas encore satisfait aux normes d'infrastructure requises. Quelle est la période octroyée pour se conformer aux exigences en matière d'infrastructure pour cette maison d'hébergement collectif, selon la loi en vigueur ?",10847
12054,Des inspecteurs effectuent un contrôle dans un centre agréé. Est-ce que les fonctionnaires ont le droit de demander des renseignements sur l'application de la loi en vigueur dans le centre agréé en question ?,7500
12055,"Je suis responsable d'une société qui exerce des activités sur le territoire de la Région de Bruxelles-Capitale. Mon entreprise est-elle considérée comme un ""Pouvoir public"" au sens du présent Code ?",4
12056,Les services d'inspection ont évalué une institution éducative et en ont tiré des conclusions. Est-ce que les résultats de l'inspection doivent obligatoirement être transmis à toutes les parties mentionnées dans l'article de la loi sur l'inspection des services éducatifs ?,7838
12057,Une entreprise associative est reconnue coupable d'une infraction liée au code en vigueur. Cette entreprise est-elle financièrement responsable des sanctions pécuniaires prononcées à l'encontre de ses organes ou préposés en vertu de ce Code de loi?,15517
12058,"Un inspecteur social me convoque pour une audition. Ai-je le droit de demander une copie du texte de mon audition, et cela sera-t-il gratuit ?",6900
12059,Un employeur n'a pas payé les pécules de vacances dus à ses travailleurs. Est-il possible de multiplier le montant de l'amende pour non-payement des pécules de vacances si la rémunération minimale applicable dans le secteur concerné n'est pas versée en même temps ?,7035
12060,Une entreprise belge procède à des licenciements collectifs. Que risque un employeur qui ne respecte pas les obligations de notification en cas de licenciement collectif selon la loi belge?,7091
12061,Des individus ont contrefait des actions émises par des administrations publiques. Est-ce que les coupables peuvent être punis de réclusion pour une durée maximale de quinze ans s'ils ont contrefait ces titres en Belgique selon cet article de loi ?,6282
12062,Je suis un agriculteur en Belgique et je souhaite obtenir des aides à l'investissement pour mon activité. Est-ce que le gouvernement belge définit les conditions d'introduction des demandes d'aides à l'investissement pour les activités agricoles ?,11137
12063,Je suis une personne handicapée utilisant la langue des signes en Belgique. Ai-je le droit à une interprétation en langue des signes gratuitement pour communiquer avec les autorités en vertu de la présente loi ?,8193
12064,Un rendant est impliqué dans une affaire liée à des fonds à régler. Le rendant doit-il payer des intérêts sur les fonds qu'il conserve en cas de défaillance de l'oyant ?,5594
12065,Un employé est exposé à une chaleur excessive lors de son travail. Le conseiller en prévention-médecin du travail est présent sur place. Qui est autorisé à déterminer la durée maximale d'exposition à la chaleur et à organiser une surveillance des paramètres physiologiques du travailleur concerné dans cette situation ?,21680
12066,Une commune n'a pas reçu les paiements qui lui sont dus conformément à une réglementation particulière. Est-ce que la commune a le droit de réclamer des intérêts de retard sur les paiements manquants à la Région ?,17343
12067,Un employeur a frauduleusement assujetti des travailleurs à une loi sur la sécurité sociale. Quelle est la sanction prévue pour un tel comportement en vertu de l'article cité ?,7118
12068,Je suis membre d'une profession réglementée en Belgique et je souhaite faire de la publicité pour mes services en ligne. Puis-je légalement inclure des publicités pour mes services dans un service en ligne que je propose en tant que professionnel réglementé ?,15340
12069,Une affaire criminelle nécessite d'impliquer des magistrats ayant suivi une formation spécifique. La cour d'assises peut-elle juger une personne sans la présence de ces magistrats?,3927
12070,Une entreprise envisage d'émettre des obligations convertibles. L'assemblée générale doit voter sur cette proposition. Est-ce que la décision de l'assemblée générale sur l'émission des obligations convertibles sera nulle si les rapports justificatifs requis ne sont pas présents ?,20539
12071,"Une réforme législative a imposé certaines échéances aux assemblées générales des sociétés. Est-ce obligatoire pour une société de mettre en place un site Internet conformément à l'article L1533-1, § 3 avant le 31 décembre 2007 ?",17406
12072,"Vous envisagez d'acquérir un bien immobilier en Belgique. Comment est calculée l'indexation annuelle du montant de la valeur par m2 des éléments mentionnés dans l'article 1503/3, 1° et 2° ?",9332
12073,Une personne souhaite léguer un bien à son ami proche. Est-ce légalement possible de transmettre un bien par testament à un ami proche en Belgique ?,1808
12074,J'ai des actions sans droit de vote dans une société. Puis-je assister à l'assemblée générale de la société avec voix consultative ?,20492
12075,Un propriétaire de bateau de navigation intérieure souhaite immatriculer son bateau. Est-ce possible que le Roi détermine des conditions préalables que le propriétaire du bateau doit respecter avant l'immatriculation dans un registre spécial selon cet article de loi ?,19483
12076,"Je suis sur le point de fonder une société en Belgique et prépare les documents officiels. Dois-je inclure des informations spécifiques dans l'acte constitutif de la société selon la loi en vigueur, telles que le respect des conditions légales pour la libération du capital et les règles de fonctionnement des organes de l'administration ?",20370
12077,Un individu a reçu une amende administrative mais n'a pas encore payé dans le délai imparti. Est-ce que l'administration du SPF Finances peut prendre des mesures pour recouvrer cette amende non payée ?,15485
12078,Je m'apprête à conclure un crédit hypothécaire avec une destination mobilière avec un prêteur. Est-il légal que le prêteur exige une indemnité de ma part si le montant du crédit n'a pas été prélevé en totalité ou en partie ?,14474
12079,Une société de logement de service public gère des logements et perçoit des contributions financières injustifiées. Peut-on imposer une amende aux administrateurs ou membres du personnel de la société en vertu de l'article 150 du Code de Droit Economique ?,12286
12080,Une entreprise belge souhaite effectuer des expériences sur des animaux pour développer de nouveaux produits cosmétiques. Est-ce que ces expériences sur animaux nécessaires à l'élaboration de produits cosmétiques finis sont autorisées en Belgique selon la loi ?,12363
12081,"Une société a émis des actions. Est-il obligatoire que les actions soient libérées au moment de leur émission, sauf mention contraire dans les statuts de la société ?",20337
12082,Une entreprise belge doit informer l'autorité désignée selon l'article 204/3. Cette obligation d'information s'applique-t-elle à tous les organismes désignés ou seulement à certains spécifiques ?,3494
12083,Vous avez obtenu une hypothèque sur un navire en vertu d'une loi étrangère. Est-ce que cette hypothèque est reconnue en Belgique et peut être mise en œuvre si les conditions mentionnées dans l'article sont remplies ?,18909
12084,Les travailleurs sont soumis au code du bien-être au travail en Belgique. Le Ministre a-t-il la responsabilité du bien-être des travailleurs lors de l'exécution de leur travail selon cet article de loi ?,20950
12085,Je fais face à des poursuites pour le paiement de créances. Peut-on saisir mes biens sans disposer d'un titre exécutoire ?,5807
12086,"Une nouvelle plate-forme en ligne souhaite obtenir l'agrément du Gouvernement en Belgique. Est-il possible d'introduire une demande d'agrément auprès du Gouvernement par voie électronique, ou est-ce requis de le faire de manière physique ?",10569
12087,Une entreprise fait face à des difficultés financières majeures. Peut-on contraindre une entreprise à être dissoute sans qu'une décision judiciaire ne soit nécessaire ?,19860
